,TSTOT.PrezzoScandi,TSTOT.ConsumiScandi,TSTOT.GradiScandi,TSTOT.ConsumipercScandi,TSTOT.PrezzopercScandi,TSTOT.BankHolidayScandi,TSTOT.EndYearScandi,TSTOT.DayOfWeekScandi,TSTOT.DayOffScandi,lunedi,martedi,mercoledi,giovedi,venerdi,sabato,domenica
149,31.48,37289.8,12.0,0.8707554391783179,2.57412838057999,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
150,28.89,37243.6,12.0,-0.178771009613979,-2.16728750423299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
151,30.77,38019.1,10.0,-1.75435423019278,-6.045801526717559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
152,26.01,35500.4,6.0,-2.43443943033347,-3.2725920416511696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
153,25.76,34361.7,6.0,-0.7291826163326551,-0.232378001549182,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
154,27.07,35309.7,9.0,-0.0325583502259266,0.44526901669759206,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
155,32.13,37522.5,12.0,-1.89862661998969,-3.7159124962541097,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
156,28.35,36261.6,12.0,-1.52325344558355,-2.77777777777777,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
157,28.77,35876.7,15.0,-1.79242571479409,-4.48207171314742,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
158,28.72,36573.5,15.0,-1.7422492074579499,-2.7758970886933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
159,26.2,35037.0,15.0,-1.49263802473579,-1.0574018126888298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
160,24.35,32384.0,14.0,-0.6683659541315121,-0.6933115823817221,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
161,25.32,32982.1,15.0,0.639560607216412,0.396510705789062,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
162,27.67,35972.0,15.0,-0.887198986058302,-1.21385219564441,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
163,27.09,35666.9,15.0,-1.0662583596153299,-0.95063985374772,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
164,26.31,35696.4,18.0,-1.13963980181622,-2.41097922848665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
165,26.79,36000.3,17.0,-1.6089535106179398,-2.7939042089985495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
166,25.01,34983.6,16.0,-2.6288615317815296,-3.0620155038759704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
167,24.94,32850.5,15.0,0.10848730302392699,-0.0400801603206333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
168,24.71,33090.7,18.0,1.29640740559337,1.10474631751227,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
